rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
5,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,265.7369,169.6593,173.4401,171.7348,1.2128,172.5114
12,FFT,float32,1024,1024,1024,16,1,NCCL,2,6388.6552,186.0973,248.3388,193.0815,18.4243,187.0887
12,IFFT,float32,1024,1024,1024,16,1,NCCL,2,255.5532,187.0691,189.3323,187.8078,0.6034,187.4756
14,FFT,float32,1024,1024,1024,16,1,NCCL,2,6406.724,186.0839,247.6176,193.0455,18.2005,186.7966
14,IFFT,float32,1024,1024,1024,16,1,NCCL,2,257.9613,186.6013,189.6764,187.7712,0.846,187.8479
11,FFT,float32,1024,1024,1024,16,1,NCCL,2,6592.7269,186.2395,246.8439,193.0047,17.9498,186.7003
11,IFFT,float32,1024,1024,1024,16,1,NCCL,2,255.9534,186.5334,188.519,187.7368,0.6533,187.8411
5,FFT,float32,1024,1024,1024,16,1,NCCL,2,6402.0488,185.6898,242.1681,192.5833,16.5367,187.5899
5,IFFT,float32,1024,1024,1024,16,1,NCCL,2,259.4864,186.4651,188.8367,187.6833,0.6521,187.1023
7,FFT,float32,1024,1024,1024,16,1,NCCL,2,6402.8071,186.9114,244.0512,192.9229,17.0457,187.6675
7,IFFT,float32,1024,1024,1024,16,1,NCCL,2,259.3824,186.4528,189.6838,187.5788,0.9272,186.4528
15,FFT,float32,1024,1024,1024,16,1,NCCL,2,6388.2929,186.1669,247.7946,193.0445,18.2595,186.6885
15,IFFT,float32,1024,1024,1024,16,1,NCCL,2,257.5566,186.6322,189.7287,187.7963,0.8518,187.8421
1,FFT,float32,1024,1024,1024,16,1,NCCL,2,6403.2776,186.809,243.2882,192.8374,16.8193,187.434
1,IFFT,float32,1024,1024,1024,16,1,NCCL,2,257.9241,186.3537,189.7079,187.6267,0.9037,187.302
10,FFT,float32,1024,1024,1024,16,1,NCCL,2,6421.4912,186.0535,247.0032,192.9969,18.0072,186.6321
10,IFFT,float32,1024,1024,1024,16,1,NCCL,2,256.041,186.5518,188.645,187.7553,0.6655,187.9186
4,FFT,float32,1024,1024,1024,16,1,NCCL,2,6401.1114,186.1494,241.87,192.6311,16.419,187.6067
4,IFFT,float32,1024,1024,1024,16,1,NCCL,2,259.344,186.5022,189.0613,187.6519,0.6789,187.1248
13,FFT,float32,1024,1024,1024,16,1,NCCL,2,6386.1357,186.2292,246.2555,192.9178,17.7837,187.1783
13,IFFT,float32,1024,1024,1024,16,1,NCCL,2,255.7573,187.1316,189.0366,187.7682,0.5149,187.4176
3,FFT,float32,1024,1024,1024,16,1,NCCL,2,6401.8439,186.1519,242.4625,192.6985,16.6001,188.7917
3,IFFT,float32,1024,1024,1024,16,1,NCCL,2,258.4631,186.1521,188.7777,187.598,0.6923,186.8089
9,FFT,float32,1024,1024,1024,16,1,NCCL,2,6507.5919,186.3472,247.4977,193.122,18.1288,186.6748
9,IFFT,float32,1024,1024,1024,16,1,NCCL,2,256.0519,186.5896,189.1666,187.6698,0.7102,187.8119
2,FFT,float32,1024,1024,1024,16,1,NCCL,2,6384.6952,186.1343,241.6022,192.609,16.3428,188.7226
2,IFFT,float32,1024,1024,1024,16,1,NCCL,2,258.3578,186.2742,188.5766,187.5709,0.6381,186.7835
8,FFT,float32,1024,1024,1024,16,1,NCCL,2,6393.0267,186.2265,247.4964,193.0939,18.138,186.6552
8,IFFT,float32,1024,1024,1024,16,1,NCCL,2,255.6375,186.6228,189.15,187.6774,0.759,187.9496
0,FFT,float32,1024,1024,1024,16,1,NCCL,2,6387.3474,186.9075,240.8007,192.599,16.0693,187.481
0,IFFT,float32,1024,1024,1024,16,1,NCCL,2,258.2206,186.3923,189.8883,187.6657,0.9373,187.2421
6,FFT,float32,1024,1024,1024,16,1,NCCL,2,6382.7974,186.9607,240.6559,192.6062,16.0193,187.6799
6,IFFT,float32,1024,1024,1024,16,1,NCCL,2,259.3338,186.4441,189.6493,187.5556,0.9065,186.4441
9,FFT,float32,1024,1024,1024,16,1,MPI,2,16361.7378,727.1525,1064.2195,916.018,101.8372,1013.4749
9,IFFT,float32,1024,1024,1024,16,1,MPI,2,770.9211,350.1604,805.1682,539.6193,126.4489,350.1604
13,FFT,float32,1024,1024,1024,16,1,MPI,2,16394.7144,619.1755,928.6785,790.142,97.0495,870.5941
