rank,FFT_type,precision,x,y,z,px,py,backend,nodes,time
3,IFFT,float32,64,64,64,2,8,NCCL,2,0.0007139060001009
2,IFFT,float32,64,64,64,2,8,NCCL,2,0.0012681350001457
5,IFFT,float32,64,64,64,2,8,NCCL,2,0.0012387710000894
4,IFFT,float32,64,64,64,2,8,NCCL,2,0.0012962270000116
6,IFFT,float32,64,64,64,2,8,NCCL,2,0.0012621139999282
1,IFFT,float32,64,64,64,2,8,NCCL,2,0.0012730240000564
4,FFT,float32,64,64,64,8,2,NCCL,2,0.0158789390000038
7,FFT,float32,64,64,64,8,2,NCCL,2,0.0005111989999022
11,FFT,float32,64,64,64,8,2,NCCL,2,0.3412297549998584
8,FFT,float32,64,64,64,8,2,NCCL,2,0.4536214239999481
2,FFT,float32,64,64,64,8,2,NCCL,2,0.0846497749998889
13,FFT,float32,64,64,64,8,2,NCCL,2,0.2938460929999564
0,FFT,float32,64,64,64,8,2,NCCL,2,0.2217598469999302
12,FFT,float32,64,64,64,8,2,NCCL,2,0.2937333429999853
6,FFT,float32,64,64,64,8,2,NCCL,2,0.0003756869998596
9,FFT,float32,64,64,64,8,2,NCCL,2,0.4538469639999221
15,FFT,float32,64,64,64,8,2,NCCL,2,0.2845296959999359
1,FFT,float32,64,64,64,8,2,NCCL,2,0.2218374410001615
14,FFT,float32,64,64,64,8,2,NCCL,2,0.284414722000065
5,FFT,float32,64,64,64,8,2,NCCL,2,0.0159823609999421
10,FFT,float32,64,64,64,8,2,NCCL,2,0.3411464490000071
3,FFT,float32,64,64,64,8,2,NCCL,2,0.0847303660000307
5,IFFT,float32,64,64,64,8,2,NCCL,2,0.0002986250001413
4,IFFT,float32,64,64,64,8,2,NCCL,2,0.0009426199999325
1,IFFT,float32,64,64,64,8,2,NCCL,2,0.0006225360000371
2,IFFT,float32,64,64,64,8,2,NCCL,2,0.0008703059997969
7,IFFT,float32,64,64,64,8,2,NCCL,2,0.0006335460000173
6,IFFT,float32,64,64,64,8,2,NCCL,2,0.0014513549999719
3,IFFT,float32,64,64,64,8,2,NCCL,2,0.0005036759998802
0,IFFT,float32,64,64,64,8,2,NCCL,2,0.0014433310000185
8,IFFT,float32,64,64,64,8,2,NCCL,2,0.0013873719999537
13,IFFT,float32,64,64,64,8,2,NCCL,2,0.0005649610000091
10,IFFT,float32,64,64,64,8,2,NCCL,2,0.0013858780000646
12,IFFT,float32,64,64,64,8,2,NCCL,2,0.001351655999997
14,IFFT,float32,64,64,64,8,2,NCCL,2,0.0013864800000646
15,IFFT,float32,64,64,64,8,2,NCCL,2,0.0006070889999136
9,IFFT,float32,64,64,64,8,2,NCCL,2,0.0005711720000363
11,IFFT,float32,64,64,64,8,2,NCCL,2,0.0005972610001663
14,FFT,float32,128,128,128,4,4,NCCL,2,0.2636192480001682
9,FFT,float32,128,128,128,4,4,NCCL,2,0.5666072050000821
8,FFT,float32,128,128,128,4,4,NCCL,2,0.5666747909999685
15,FFT,float32,128,128,128,4,4,NCCL,2,0.2635616509999181
11,FFT,float32,128,128,128,4,4,NCCL,2,0.5665608480001083
10,FFT,float32,128,128,128,4,4,NCCL,2,0.5665532350001286
